Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5;coordonnees_gps
12139;MARNHAGUES ET LATOUR;12540;MARNHAGUES ET LATOUR;;43.8787455208, 3.14987374669
12141;MARTRIN;12550;MARTRIN;;43.9452392779, 2.61731670514
12147;MONTAGNOL;12360;MONTAGNOL;;43.7904240706, 2.95795996186
12152;MONTFRANC;12380;MONTFRANC;;43.8550317909, 2.62086036072
12154;MONTLAUR;12400;MONTLAUR;;43.9345919276, 2.84832995912
12157;MONTROZIER;12630;MONTROZIER;GAGES;44.3813386273, 2.71254776972
12158;MONTSALES;12260;MONTSALES;;44.458873555, 1.98297177766
12160;MOSTUEJOULS;12720;MOSTUEJOULS;;44.1809861731, 3.25262326426
12161;MOURET;12330;MOURET;;44.4669223048, 2.48171518474
12170;NAUSSAC;12700;NAUSSAC;;44.5379394985, 2.08098402024
12174;OLEMPS;12510;OLEMPS;;44.3662936551, 2.48525711851
12176;ONET LE CHATEAU;12850;ONET LE CHATEAU;;44.3602453055, 2.59175422847
12180;PEYRELEAU;12720;PEYRELEAU;;44.1809861731, 3.25262326426
12181;PEYRUSSE LE ROC;12220;PEYRUSSE LE ROC;;44.4874742078, 2.20156153334
12184;POMAYROLS;12130;POMAYROLS;;44.4625155533, 2.98303027843
12186;POUSTHOMY;12380;POUSTHOMY;;43.8550317909, 2.62086036072
12188;PRADES SALARS;12290;PRADES SALARS;;44.2738891396, 2.76077181811
12190;PREVINQUIERES;12350;PREVINQUIERES;;44.4010803949, 2.15854701364
43040;BRIOUDE;43100;BRIOUDE;;45.2692566544, 3.36500382521
43073;CISTRIERES;43160;CISTRIERES;;45.3021740577, 3.67634903459
43151;PINOLS;43300;PINOLS;;45.0667197349, 3.4902019392
43171;ST BERAIN;43300;ST BERAIN;;45.0667197349, 3.4902019392
43185;STE FLORINE;43250;STE FLORINE;;45.4003953203, 3.3095057239
43196;ST JEAN D AUBRIGOUX;43500;ST JEAN D AUBRIGOUX;;45.3160537957, 3.86626032695
43198;ST JEAN LACHALM;43510;ST JEAN LACHALM;;44.9244140229, 3.76769965575
43208;STE MARGUERITE;43230;STE MARGUERITE;;45.2101623338, 3.55258468733
43210;ST MARTIN DE FUGERES;43150;ST MARTIN DE FUGERES;;44.9168291354, 4.03393606407
43217;ST PIERRE DU CHAMP;43810;ST PIERRE DU CHAMP;;45.2402907147, 3.91556730056
43254;VAZEILLES LIMANDRE;43320;VAZEILLES LIMANDRE;;45.0730523495, 3.72818523635
43256;VENTEUGES;43170;VENTEUGES;;44.923264076, 3.50854876026
39329;MIEGES;39250;MIEGES;;46.7774503228, 6.08094337332
39330;MIERY;39800;MIERY;;46.840381623, 5.68546108472
39351;MONTCUSEL;39260;MONTCUSEL;;46.4403663302, 5.71909726645
39367;MORBIER;39400;MORBIER;TANCUA;46.5030859232, 6.02288479651
39392;OFFLANGES;39290;OFFLANGES;;47.2159380749, 5.52780674218
39397;ORGELET;39270;ORGELET;SEZERIA;46.513600058, 5.5833242392
39402;PAGNEY;39350;PAGNEY;;47.2211466345, 5.68498382998
39404;PANNESSIERES;39570;PANNESSIERES;;46.65517776, 5.57390144978
39409;PEINTRE;39290;PEINTRE;;47.2159380749, 5.52780674218
39412;PESEUX;39120;PESEUX;;46.9509063875, 5.4122957378
39413;LA PESSE;39370;LA PESSE;;46.2916662197, 5.82108544834
39420;PIMORIN;39270;PIMORIN;;46.513600058, 5.5833242392
39426;PLASNE;39800;PLASNE;;46.840381623, 5.68546108472
39428;PLENISETTE;39250;PLENISETTE;;46.7774503228, 6.08094337332
39434;POLIGNY;39800;POLIGNY;;46.840381623, 5.68546108472
39439;PORT LESNEY;39600;PORT LESNEY;;46.9334374908, 5.75807141934
39441;PREMANON;39400;PREMANON;;46.5030859232, 6.02288479651
39461;RIX;39250;RIX;;46.7774503228, 6.08094337332
39470;LES ROUSSES;39220;LES ROUSSES;;46.4870347389, 6.06467102901
39472;RYE;39230;RYE;;46.8351760526, 5.52787683557
39478;ST CLAUDE;39200;ST CLAUDE;CHEVRY;46.412034572, 5.87063091649
39478;ST CLAUDE;39200;ST CLAUDE;RANCHETTE;46.412034572, 5.87063091649
39479;ST CYR MONTMALIN;39600;ST CYR MONTMALIN;;46.9334374908, 5.75807141934
39486;ST LAMAIN;39230;ST LAMAIN;;46.8351760526, 5.52787683557
39491;ST LUPICIN;39170;ST LUPICIN;;46.4122748444, 5.79038088139
39494;ST PIERRE;39150;ST PIERRE;;46.5872536631, 5.94328461493
39497;SAIZENAY;39110;SAIZENAY;;46.9201409369, 5.90413463996
39498;SALANS;39700;SALANS;;47.1360717956, 5.65800012561
39499;SALIGNEY;39350;SALIGNEY;;47.2211466345, 5.68498382998
39506;SAVIGNA;39240;SAVIGNA;;46.3647092141, 5.55936987641
39513;SERMANGE;39700;SERMANGE;;47.1360717956, 5.65800012561
39514;SERRE LES MOULIERES;39700;SERRE LES MOULIERES;;47.1360717956, 5.65800012561
39522;SUPT;39300;SUPT;;46.7556867768, 5.90281733737
39523;SYAM;39300;SYAM;;46.7556867768, 5.90281733737
39547;VAUX LES ST CLAUDE;39360;VAUX LES ST CLAUDE;;46.3283618111, 5.74430714891
39548;VAUX SUR POLIGNY;39800;VAUX SUR POLIGNY;;46.840381623, 5.68546108472
39553;LE VERNOIS;39210;LE VERNOIS;;46.742636609, 5.62862510157
39556;VERTAMBOZ;39130;VERTAMBOZ;;46.5974008072, 5.7778821985
39564;VILLECHANTRIA;39320;VILLECHANTRIA;;46.4076971476, 5.45325429562
39568;VILLERSERINE;39800;VILLERSERINE;;46.840381623, 5.68546108472
39572;VILLETTE LES ARBOIS;39600;VILLETTE LES ARBOIS;;46.9334374908, 5.75807141934
39581;VITREUX;39350;VITREUX;;47.2211466345, 5.68498382998
39584;VRIANGE;39700;VRIANGE;;47.1360717956, 5.65800012561
40001;AIRE SUR L ADOUR;40800;AIRE SUR L ADOUR;;43.6902343376, -0.284055090083
40003;ANGOUME;40990;ANGOUME;;43.7691479541, -1.07410585262
40007;ARGELOS;40700;ARGELOS;;43.6284704452, -0.593663357831
40013;ARTHEZ D ARMAGNAC;40190;ARTHEZ D ARMAGNAC;;43.871288496, -0.280067708778
40015;ARX;40310;ARX;;44.0239290925, 0.0326491343129
40017;AUDIGNON;40500;AUDIGNON;;43.7482690127, -0.55557337698
40019;AUREILHAN;40200;AUREILHAN;;44.2276964616, -1.18406164586
40020;AURICE;40500;AURICE;;43.7482690127, -0.55557337698
40026;BAS MAUCO;40500;BAS MAUCO;;43.7482690127, -0.55557337698
40031;BEGAAR;40400;BEGAAR;;43.8530294312, -0.790542809591
40041;BEYRIES;40700;BEYRIES;;43.6284704452, -0.593663357831
40046;BISCARROSSE;40600;BISCARROSSE;;44.4090784689, -1.17737599006
40052;BOURDALAT;40190;BOURDALAT;;43.871288496, -0.280067708778
40053;BOURRIOT BERGONCE;40120;BOURRIOT BERGONCE;;44.1059545469, -0.308573992692
40065;CAPBRETON;40130;CAPBRETON;;43.6325077803, -1.42907501854
40072;CASTELNAU TURSAN;40320;CASTELNAU TURSAN;;43.6361966874, -0.398205389368
40079;CAZALIS;40700;CAZALIS;;43.6284704452, -0.593663357831
40083;CLEDES;40320;CLEDES;;43.6361966874, -0.398205389368
40089;DOAZIT;40700;DOAZIT;;43.6284704452, -0.593663357831
40102;GABARRET;40310;GABARRET;;44.0239290925, 0.0326491343129
40104;GAMARDE LES BAINS;40380;GAMARDE LES BAINS;;43.7281744628, -0.847303230981
40122;HAUT MAUCO;40280;HAUT MAUCO;;43.8401834528, -0.518454816406
40136;LACAJUNTE;40320;LACAJUNTE;;43.6361966874, -0.398205389368
40166;LUSSAGNET;40270;LUSSAGNET;;43.778303713, -0.356614490828
40183;MIMBASTE;40350;MIMBASTE;;43.6178542813, -0.994527077008
40200;MOUSTEY;40410;MOUSTEY;;44.3533102389, -0.785997047975
40215;OUSSE SUZAN;40110;OUSSE SUZAN;;44.0292859591, -0.886711370847
40217;PARENTIS EN BORN;40160;PARENTIS EN BORN;;44.3463280206, -1.04252210773
40227;PISSOS;40410;PISSOS;RICHET;44.3533102389, -0.785997047975
42001;ABOEN;42380;ABOEN;;45.4185466317, 4.07292965621
42002;AILLEUX;42130;AILLEUX;;45.7452665398, 4.00810157042
42016;LA BENISSON DIEU;42720;LA BENISSON DIEU;;46.1272697069, 4.10675684873
42018;BESSEY;42520;BESSEY;;45.3733315424, 4.67467859118
42027;BULLY;42260;BULLY;;45.8652813058, 3.98967950475
42040;LA CHAMBA;42440;LA CHAMBA;;45.8117043689, 3.77271177644
42061;CHERIER;42430;CHERIER;;45.9093143858, 3.85016888854
42084;DEBATS RIVIERE D ORPRA;42130;DEBATS RIVIERE D ORPRA;;45.7452665398, 4.00810157042
42089;ESSERTINES EN CHATELNEUF;42600;ESSERTINES EN CHATELNEUF;;45.6194255891, 4.06119351589
42167;PAVEZIN;42410;PAVEZIN;;45.4391960576, 4.69147346638
42212;ST CYR DE FAVIERES;42123;ST CYR DE FAVIERES;;45.9494163931, 4.07525689543
42220;ST FORGEUX LESPINASSE;42640;ST FORGEUX LESPINASSE;;46.1173312235, 3.98457148265
42221;STE FOY ST SULPICE;42110;STE FOY ST SULPICE;;45.7464290309, 4.22053432957
42225;GENILAC;42800;GENILAC;;45.5337245551, 4.60104990812
42227;ST GEORGES EN COUZAN;42990;ST GEORGES EN COUZAN;;45.7002510044, 3.8910786139
42231;ST GERMAIN LESPINASSE;42640;ST GERMAIN LESPINASSE;;46.1173312235, 3.98457148265
21360;LUSIGNY SUR OUCHE;21360;LUSIGNY SUR OUCHE;;47.1309824329, 4.67458672388
21363;MAGNIEN;21230;MAGNIEN;;47.1177971588, 4.48056622149
21366;MAGNY LES AUBIGNY;21170;MAGNY LES AUBIGNY;;47.1012770585, 5.25971305248
21367;MAGNY MONTARLOT;21130;MAGNY MONTARLOT;;47.1834770055, 5.37331909182
21368;MAGNY LES VILLERS;21700;MAGNY LES VILLERS;;47.1116693022, 4.97977918311
21379;MARCHESEUIL;21430;MARCHESEUIL;;47.1707376827, 4.30105737278
21382;MARCILLY OGNY;21320;MARCILLY OGNY;;47.2482878105, 4.52453849504
21388;MARLIENS;21110;MARLIENS;;47.2252649283, 5.20147793877
21390;MARSANNAY LA COTE;21160;MARSANNAY LA COTE;;47.2786553108, 4.96453888127
21391;MARSANNAY LE BOIS;21380;MARSANNAY LE BOIS;;47.4355367845, 5.01535981996
21395;MASSINGY LES VITTEAUX;21350;MASSINGY LES VITTEAUX;;47.3845616355, 4.53627636917
21398;MAXILLY SUR SAONE;21270;MAXILLY SUR SAONE;;47.3192103403, 5.39812598656
21400;LE MEIX;21580;LE MEIX;;47.6313040317, 4.97754059731
21410;MEULSON;21510;MEULSON;;47.6697660444, 4.74962895966
21413;MILLERY;21140;MILLERY;;47.48453871, 4.33729444801
21418;MOITRON;21510;MOITRON;;47.6697660444, 4.74962895966
21423;MONTAGNY LES BEAUNE;21200;MONTAGNY LES BEAUNE;;47.0092507244, 4.88350689515
21434;MONTLAY EN AUXOIS;21210;MONTLAY EN AUXOIS;;47.2948283399, 4.25130551986
21437;MONTMANCON;21270;MONTMANCON;;47.3192103403, 5.39812598656
21444;MOSSON;21400;MOSSON;;47.8293511991, 4.58938834331
21447;MUSIGNY;21230;MUSIGNY;;47.1177971588, 4.48056622149
21451;NESLE ET MASSOULT;21330;NESLE ET MASSOULT;;47.8578129541, 4.38580271008
21458;NOIRON SOUS GEVREY;21910;NOIRON SOUS GEVREY;;47.1979696302, 5.07760526191
21461;NOLAY;21340;NOLAY;;46.9889799591, 4.61638229862
21463;NORMIER;21390;NORMIER;;47.3861852885, 4.34360697094
21465;OBTREE;21400;OBTREE;;47.8293511991, 4.58938834331
21468;ORAIN;21610;ORAIN;;47.5437721668, 5.38811246138
21469;ORGEUX;21490;ORGEUX;;47.3917821033, 5.11642671411
21475;PAGNY LE CHATEAU;21250;PAGNY LE CHATEAU;;47.02963123, 5.13269072796
21484;PLANAY;21500;PLANAY;;47.6439282902, 4.34417525455
21485;PLOMBIERES LES DIJON;21370;PLOMBIERES LES DIJON;;47.3545097127, 4.89318102918
21486;PLUVAULT;21110;PLUVAULT;;47.2252649283, 5.20147793877
21487;PLUVET;21110;PLUVET;;47.2252649283, 5.20147793877
21489;POISEUL LA GRANGE;21440;POISEUL LA GRANGE;;47.484174596, 4.80545736594
21491;POISEUL LES SAULX;21120;POISEUL LES SAULX;;47.5246077916, 5.06638520589
21501;POUILLY EN AUXOIS;21320;POUILLY EN AUXOIS;;47.2482878105, 4.52453849504
21512;PULIGNY MONTRACHET;21190;PULIGNY MONTRACHET;;46.9857397581, 4.75418799653
21525;LA ROCHE EN BRENIL;21530;LA ROCHE EN BRENIL;;47.3897025459, 4.14447335078
21531;ROUVRAY;21530;ROUVRAY;;47.3897025459, 4.14447335078
21544;STE COLOMBE EN AUXOIS;21350;STE COLOMBE EN AUXOIS;;47.3845616355, 4.53627636917
21545;STE COLOMBE SUR SEINE;21400;STE COLOMBE SUR SEINE;;47.8293511991, 4.58938834331
21547;ST EUPHRONE;21140;ST EUPHRONE;;47.48453871, 4.33729444801
21554;ST JEAN DE LOSNE;21170;ST JEAN DE LOSNE;;47.1012770585, 5.25971305248
21556;ST LEGER TRIEY;21270;ST LEGER TRIEY;;47.3192103403, 5.39812598656
21558;STE MARIE LA BLANCHE;21200;STE MARIE LA BLANCHE;;47.0092507244, 4.88350689515
21567;ST PRIX LES ARNAY;21230;ST PRIX LES ARNAY;;47.1177971588, 4.48056622149
21578;ST VICTOR SUR OUCHE;21410;ST VICTOR SUR OUCHE;;47.2781985678, 4.79910147091
21579;SALIVES;21580;SALIVES;;47.6313040317, 4.97754059731
22340;TONQUEDEC;22140;TONQUEDEC;;48.6535314003, -3.30873251878
22343;TREBEURDEN;22560;TREBEURDEN;;48.7801847576, -3.53025413579
22345;TREBRY;22510;TREBRY;;48.3662829996, -2.56162019259
22351;TREFFRIN;22340;TREFFRIN;;48.272134183, -3.46045279747
22354;TREGLAMUS;22540;TREGLAMUS;;48.5672822265, -3.30848163045
22357;TREGON;22650;TREGON;;48.5606353312, -2.1363314846
23001;AHUN;23150;AHUN;;46.0848780644, 2.01743909893
23002;AJAIN;23380;AJAIN;;46.2198124266, 1.97076642582
23004;ANZEME;23000;ANZEME;;46.1633783939, 1.86168687145
23008;AUBUSSON;23200;AUBUSSON;;45.9607828765, 2.18895520996
23012;AURIAT;23400;AURIAT;;45.9354415937, 1.72588691482
23014;AZAT CHATENET;23210;AZAT CHATENET;;46.0848375029, 1.64225209039
23022;BETETE;23270;BETETE;;46.2997188404, 2.06167202349
23026;BORD ST GEORGES;23230;BORD ST GEORGES;;46.2160065726, 2.24523675556
23027;BOSMOREAU LES MINES;23400;BOSMOREAU LES MINES;;45.9354415937, 1.72588691482
23046;CHAMBONCHARD;23110;CHAMBONCHARD;;46.1328781913, 2.46103993563
23047;CHAMBORAND;23240;CHAMBORAND;;46.1728661103, 1.63437872593
23049;CHAMPSANGLARD;23220;CHAMPSANGLARD;;46.3347181771, 1.89021674738
23053;CHARD;23700;CHARD;;46.0140598991, 2.48026072858
23055;CHATELARD;23700;CHATELARD;;46.0140598991, 2.48026072858
23056;CHATELUS LE MARCHEIX;23430;CHATELUS LE MARCHEIX;;45.9881301052, 1.59522254815
23057;CHATELUS MALVALEIX;23270;CHATELUS MALVALEIX;;46.2997188404, 2.06167202349
23066;LE COMPAS;23700;LE COMPAS;;46.0140598991, 2.48026072858
23068;CRESSAT;23140;CRESSAT;;46.1904343577, 2.100695358
23071;CROZE;23500;CROZE;;45.8339183183, 2.15875798092
23073;DONTREIX;23700;DONTREIX;;46.0140598991, 2.48026072858
23075;DUN LE PALESTEL;23800;DUN LE PALESTEL;;46.3044120361, 1.68205422912
23076;EVAUX LES BAINS;23110;EVAUX LES BAINS;;46.1328781913, 2.46103993563
23078;FAUX MAZURAS;23400;FAUX MAZURAS;;45.9354415937, 1.72588691482
23093;GOUZON;23230;GOUZON;GOUZOUGNAT;46.2160065726, 2.24523675556
23093;GOUZON;23230;GOUZON;LES FORGES;46.2160065726, 2.24523675556
23096;GUERET;23000;GUERET;;46.1633783939, 1.86168687145
23097;ISSOUDUN LETRIEIX;23130;ISSOUDUN LETRIEIX;;46.1028113673, 2.22603035079
23098;JALESCHES;23270;JALESCHES;;46.2997188404, 2.06167202349
23099;JANAILLAT;23250;JANAILLAT;;46.0033713203, 1.87117921604
23100;JARNAGES;23140;JARNAGES;;46.1904343577, 2.100695358
23105;LAVAVEIX LES MINES;23150;LAVAVEIX LES MINES;;46.0848780644, 2.01743909893
23115;MAGNAT L ETRANGE;23260;MAGNAT L ETRANGE;;45.8336505959, 2.34933393664
23138;MOUTIER D AHUN;23150;MOUTIER D AHUN;;46.0848780644, 2.01743909893
23142;NEOUX;23200;NEOUX;;45.9607828765, 2.18895520996
23145;NOUHANT;23170;NOUHANT;;46.2178561951, 2.39023734647
23147;NOUZEROLLES;23360;NOUZEROLLES;;46.4079400107, 1.81197289592
23149;PARSAC RIMONDEIX;23140;PARSAC RIMONDEIX;RIMONDEIX;46.1904343577, 2.100695358
23158;POUSSANGES;23500;POUSSANGES;;45.8339183183, 2.15875798092
23164;ROUGNAT;23700;ROUGNAT;;46.0140598991, 2.48026072858
23165;ROYERE DE VASSIVIERE;23460;ROYERE DE VASSIVIERE;;45.8611581486, 1.91070196951
23167;SANNAT;23110;SANNAT;;46.1328781913, 2.46103993563
23169;LA SAUNIERE;23000;LA SAUNIERE;;46.1633783939, 1.86168687145
23180;ST AMAND;23200;ST AMAND;;45.9607828765, 2.18895520996
23185;ST CHABRAIS;23130;ST CHABRAIS;;46.1028113673, 2.22603035079
23195;ST FIEL;23000;ST FIEL;;46.1633783939, 1.86168687145
23196;ST FRION;23500;ST FRION;;45.8339183183, 2.15875798092
31580;VILLATE;31860;VILLATE;;43.4654456121, 1.39604999042
31582;VILLEFRANCHE DE LAURAGAIS;31290;VILLEFRANCHE DE LAURAGAIS;;43.401535599, 1.7281179107
31584;VILLEMUR SUR TARN;31340;VILLEMUR SUR TARN;;43.8425556859, 1.50861783129
31585;VILLENEUVE DE RIVIERE;31800;VILLENEUVE DE RIVIERE;;43.1295079792, 0.734244860964
31586;VILLENEUVE LECUSSAN;31580;VILLENEUVE LECUSSAN;;43.1698379285, 0.548144792128
31590;BINOS;31440;BINOS;;42.895421056, 0.722774837437
32017;AURENSAN;32400;AURENSAN;;43.6464235106, -0.124926948172
32025;AYZIEU;32800;AYZIEU;;43.8573730546, 0.101689650475
32044;BERAUT;32100;BERAUT;;43.9542335507, 0.383298754083
32049;BETOUS;32110;BETOUS;;43.7607594505, -0.0566322303434
32055;BIVES;32380;BIVES;;43.8771128365, 0.804829887513
32057;BLAZIERT;32100;BLAZIERT;;43.9542335507, 0.383298754083
32067;CABAS LOUMASSES;32140;CABAS LOUMASSES;;43.3835203513, 0.590722210107
32072;CALLIAN;32190;CALLIAN;;43.7476319367, 0.263185282539
32073;CAMPAGNE D ARMAGNAC;32800;CAMPAGNE D ARMAGNAC;;43.8573730546, 0.101689650475
32076;CASTELNAU BARBARENS;32450;CASTELNAU BARBARENS;;43.5445721394, 0.738352872114
32089;CASTILLON MASSAS;32360;CASTILLON MASSAS;;43.7493591162, 0.491121152614
32093;CAUMONT;32400;CAUMONT;;43.6464235106, -0.124926948172
32096;CAZAUBON;32150;CAZAUBON;;43.9190765536, -0.0421545944105
32103;CHELAN;32140;CHELAN;;43.3835203513, 0.590722210107
32106;COLOGNE;32430;COLOGNE;;43.7068029773, 0.967833869525
32124;ESPAON;32220;ESPAON;;43.4455783298, 0.907275068149
32134;FREGOUVILLE;32490;FREGOUVILLE;;43.5909785115, 0.981247393287
32135;FUSTEROUAU;32400;FUSTEROUAU;;43.6464235106, -0.124926948172
32144;GAZAX ET BACCARISSE;32230;GAZAX ET BACCARISSE;;43.5313710176, 0.169580700883
32156;IDRAC RESPAILLES;32300;IDRAC RESPAILLES;;43.478819274, 0.43825644061
32157;L ISLE ARNE;32270;L ISLE ARNE;;43.6691038699, 0.762571232674
32165;JUILLES;32200;JUILLES;;43.625184822, 0.882238188374
32169;LABARTHE;32260;LABARTHE;;43.4999610882, 0.608034644011
32170;LABARTHETE;32400;LABARTHETE;;43.6464235106, -0.124926948172
32171;LABASTIDE SAVES;32130;LABASTIDE SAVES;;43.5137089737, 0.947684946526
32180;LAGRAULET DU GERS;32330;LAGRAULET DU GERS;;43.8809220251, 0.246811473327
32186;LAMAGUERE;32260;LAMAGUERE;;43.4999610882, 0.608034644011
28386;THIMERT GATELLES;28170;THIMERT GATELLES;;48.596791849, 1.26938526327
28391;TOURY;28310;TOURY;;48.2536557069, 1.88422826059
28392;TRANCRAINVILLE;28310;TRANCRAINVILLE;;48.2536557069, 1.88422826059
28393;TREMBLAY LES VILLAGES;28170;TREMBLAY LES VILLAGES;ECUBLE;48.596791849, 1.26938526327
28425;YMERAY;28320;YMERAY;;48.5411997507, 1.69133759252
29033;LE CLOITRE PLEYBEN;29190;LE CLOITRE PLEYBEN;;48.2519856293, -3.95679953662
29036;COLLOREC;29530;COLLOREC;;48.2737361692, -3.80437790081
29040;LE CONQUET;29217;LE CONQUET;;48.3548137568, -4.73034046541
29056;LA FOREST LANDERNEAU;29800;LA FOREST LANDERNEAU;;48.4525706472, -4.22281449983
29079;HENVIC;29670;HENVIC;;48.6115229936, -3.90607440481
29091;KERLOUAN;29890;KERLOUAN;;48.6454148535, -4.34605621713
30159;LE MARTINET;30960;LE MARTINET;;44.2386422448, 4.12848944185
30162;MASSILLARGUES ATTUECH;30140;MASSILLARGUES ATTUECH;;44.0718214105, 3.97533949662
30164;MEJANNES LE CLAP;30430;MEJANNES LE CLAP;;44.2639325921, 4.33582586217
30174;MONTAREN ET ST MEDIERS;30700;MONTAREN ET ST MEDIERS;;44.0258416482, 4.41171212043
30175;MONTCLUS;30630;MONTCLUS;;44.2160658373, 4.44619382418
30195;PEYROLLES;30124;PEYROLLES;;44.0999030236, 3.79947600086
38011;ANTHON;38280;ANTHON;;45.7761558636, 5.11926140068
38035;BEAUVOIR DE MARC;38440;BEAUVOIR DE MARC;;45.4922410559, 5.13495115035
38037;BELLEGARDE POUSSIEU;38270;BELLEGARDE POUSSIEU;;45.3625667042, 5.0339864847
38047;BLANDIN;38730;BLANDIN;;45.4867547373, 5.48232036724
38050;LE BOUCHAGE;38510;LE BOUCHAGE;;45.7026691916, 5.45358290741
38053;BOURGOIN JALLIEU;38300;BOURGOIN JALLIEU;;45.5640393391, 5.29545357844
38054;BOUVESSE QUIRIEU;38390;BOUVESSE QUIRIEU;;45.8230922038, 5.37490015594
38057;BRESSON;38320;BRESSON;;45.1372833334, 5.77563920733
38061;LA BUISSE;38500;LA BUISSE;;45.3696031703, 5.59866099233
38069;CHAMPIER;38260;CHAMPIER;;45.3939399436, 5.22119790232
38071;CHAMP SUR DRAC;38560;CHAMP SUR DRAC;;45.0939836913, 5.7392474721
38072;CHANAS;38150;CHANAS;;45.365722983, 4.86829817735
38078;LA CHAPELLE DU BARD;38580;LA CHAPELLE DU BARD;;45.3350666079, 6.10773824742
38091;CHATEAUVILAIN;38300;CHATEAUVILAIN;;45.5640393391, 5.29545357844
38100;LE CHEYLAS;38570;LE CHEYLAS;;45.3269943353, 6.00916897234
38102;CHEZENEUVE;38300;CHEZENEUVE;;45.5640393391, 5.29545357844
38105;CHIRENS;38850;CHIRENS;;45.4410466118, 5.5471440592
38106;CHOLONGE;38220;CHOLONGE;;45.0661676194, 5.84675560183
38127;CORNILLON EN TRIEVES;38710;CORNILLON EN TRIEVES;;44.7990424398, 5.76552735745
38129;CORRENCON EN VERCORS;38250;CORRENCON EN VERCORS;;45.0702412058, 5.55481376045
38144;DIEMOZ;38790;DIEMOZ;;45.5630185121, 5.09029489838
38155;ENTRE DEUX GUIERS;38380;ENTRE DEUX GUIERS;;45.375484002, 5.78036097359
38156;LES EPARRES;38300;LES EPARRES;;45.5640393391, 5.29545357844
38160;EYZIN PINET;38780;EYZIN PINET;;45.5202153457, 4.98494519095
38169;FONTAINE;38600;FONTAINE;;45.1929899154, 5.67742947105
38186;GRESSE EN VERCORS;38650;GRESSE EN VERCORS;;44.9183811559, 5.57808877293
38187;LE GUA;38450;LE GUA;;45.0222177332, 5.65673982861
38190;HIERES SUR AMBY;38118;HIERES SUR AMBY;;45.7906226846, 5.32480499353
38207;LAVALDENS;38350;LAVALDENS;;44.9382346863, 5.8349163639
38243;LE MONESTIER DU PERCY;38930;LE MONESTIER DU PERCY;;44.7970572886, 5.60384382707
38248;MONTAUD;38210;MONTAUD;;45.270292441, 5.50879408313
38264;LA MORTE;38350;LA MORTE;;44.9382346863, 5.8349163639
38266;LA MOTTE ST MARTIN;38770;LA MOTTE ST MARTIN;;44.9592629252, 5.7197167385
38274;NANTOIN;38260;NANTOIN;;45.3939399436, 5.22119790232
38278;NOTRE DAME DE L OSIER;38470;NOTRE DAME DE L OSIER;;45.2139370444, 5.41220612601
38281;NOYAREY;38360;NOYAREY;;45.2140316159, 5.62374044814
38282;OPTEVOZ;38460;OPTEVOZ;;45.7153023241, 5.2700142747
38284;ORNACIEUX;38260;ORNACIEUX;;45.3939399436, 5.22119790232
38307;PISIEU;38270;PISIEU;;45.3625667042, 5.0339864847
38309;POISAT;38320;POISAT;;45.1372833334, 5.77563920733
38311;POMMIER DE BEAUREPAIRE;38260;POMMIER DE BEAUREPAIRE;;45.3939399436, 5.22119790232
38312;POMMIERS LA PLACETTE;38340;POMMIERS LA PLACETTE;;45.3011036045, 5.65576728481
38315;LE PONT DE BEAUVOISIN;38480;LE PONT DE BEAUVOISIN;;45.53172228, 5.65443955806
38319;PONT EN ROYANS;38680;PONT EN ROYANS;;45.0897926423, 5.39861612387
38325;PROVEYSIEUX;38120;PROVEYSIEUX;;45.2676163279, 5.69623665146
38326;PRUNIERES;38350;PRUNIERES;;44.9382346863, 5.8349163639
38331;REAUMONT;38140;REAUMONT;;45.3572541571, 5.48017908305
38332;RENAGE;38140;RENAGE;;45.3572541571, 5.48017908305
38333;RENCUREL;38680;RENCUREL;;45.0897926423, 5.39861612387
38336;REVENTIN VAUGRIS;38121;REVENTIN VAUGRIS;;45.4752927217, 4.83249057524
81036;BOUT DU PONT DE LARN;81660;BOUT DU PONT DE LARN;;43.5285716347, 2.39739974245
81037;BRASSAC;81260;BRASSAC;;43.6113142668, 2.53318559265
81059;CARLUS;81990;CARLUS;;43.8944823796, 2.17980743393
81066;CAUCALIERES;81200;CAUCALIERES;;43.4762564535, 2.36622372237
81078;DAMIATTE;81220;DAMIATTE;;43.6536851734, 1.97477530689
81081;DOURGNE;81110;DOURGNE;;43.4692050957, 2.15622645931
81098;FREJEVILLE;81570;FREJEVILLE;;43.6265358099, 2.11305991393
81101;LE GARRIC;81450;LE GARRIC;;44.0037119924, 2.1739071178
81127;LACROISILLE;81470;LACROISILLE;;43.5672174495, 1.89129655008
81130;LAGARRIGUE;81090;LAGARRIGUE;;43.5738802542, 2.29897159692
81134;LAMONTELARIE;81260;LAMONTELARIE;;43.6113142668, 2.53318559265
82171;ST PORQUIER;82700;ST PORQUIER;;43.9566580878, 1.20917522852
82185;VALEILLES;82150;VALEILLES;;44.3360020267, 0.998534979807
86300;YVERSAY;86170;YVERSAY;;46.701479215, 0.158175273107
87034;CHAMPAGNAC LA RIVIERE;87150;CHAMPAGNAC LA RIVIERE;;45.7143690122, 0.872435194134
87035;CHAMPNETERY;87400;CHAMPNETERY;;45.8514328757, 1.51537380528
87040;CHATEAUNEUF LA FORET;87130;CHATEAUNEUF LA FORET;;45.68309558, 1.59876351473
